description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR
            status=""deferred"")
            | eval window_time = if(isnotnull(window_time), window_time, 0)
            | eval execution_latency = max(dispatch_time - (scheduled_time + window_time), 0)
            | stats avg(run_time) as runtime, avg(execution_latency) AS avg_exec_latency, count(eval(status==""completed"" OR status==""skipped"")) AS total_exec, count(eval(status==""skipped"")) AS skipped_exec count(eval(status==""deferred"")) AS deferred_exec by app, savedsearch_name, user, savedsearch_id
            | join savedsearch_id type=outer [
            | rest splunk_server=$splunk_server$ ""/servicesNS/-/-/saved/searches/"" earliest_time=`time_modifier(-0s@s)` latest_time=`time_modifier(+8d@d)` search=""is_scheduled=1"" search=""disabled=0""
            | search NOT (dispatch.earliest_time=rt* OR dispatch.latest_time=rt*)
            | stats dc(scheduled_times) as count max(scheduled_times) as max_t min(scheduled_times) as min_t by title, eai:acl.app, eai:acl.owner cron_schedule
            | eval schedule_interval=round((max_t-min_t)/(count-1), 0)
            | eval savedsearch_id = 'eai:acl.owner'."";"".'eai:acl.app'."";"".title
            | fields savedsearch_id, cron_schedule, schedule_interval ]
            | eval runtime = round(runtime, 0)
            | eval avg_exec_latency = round(avg_exec_latency, 0)
            | eval search_workload = round(runtime / schedule_interval * 100, 2)."" %""
            | eval skip_ratio = round(skipped_exec / total_exec * 100, 2)."" %""
            | fields savedsearch_name, app, user, cron_schedule, schedule_interval, runtime, search_workload, total_exec, skipped_exec, skip_ratio, deferred_exec, avg_exec_latency
            | sort - search_workload
            | rename savedsearch_name as ""Report Name"", app as App, user as User, cron_schedule as ""Cron Schedule"", runtime as ""Average Runtime (sec)"", total_exec as ""Total Executions"", skip_ratio as ""Skip Ratio"", skipped_exec as ""Skipped Executions"", deferred_exec AS ""Deferred Executions"", schedule_interval as ""Schedule Interval (sec)"", search_workload as ""Interval Load Factor"", avg_exec_latency AS ""Average Execution Latency (sec)""
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR
            status=""deferred"") savedsearch_name=$runtime_statistics_drilldown|s$
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler status=""completed""
            | eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)
            | eval window_time = if(isnotnull(window_time), window_time, 0)
            | eval execution_latency = max(dispatch_time - (scheduled_time + window_time), 0)
            | timechart eval(round($exe_lag_agg$(execution_latency), 0)) as latency by $exe_lag_split_by$
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_internal` host=$host$ sourcetype=scheduler status=""skipped""
          | eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)
          | eval reason = if(isnull(reason) OR reason == """", ""none"", reason)
          | stats count by $count_skipped_split_by$
        ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"stats sum(count) as total",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            sort - count
            | eventstats sum(count) AS total
            | eval percent = round(count / total * 100, 2)."" %""
            | fields - total
            | rename reason as Reason, savedsearch_name as ""Report Name"", alert_actions as ""Alert Actions"", app as App, user as User, count as Count, percent as ""Percent of Total""
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler status=""skipped""
            | eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)
            | eval reason = if(isnull(reason) OR reason == """", ""none"", reason)
            | timechart count by $count_skipped_timechart_split_by$
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler status=""skipped""
            | eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)
            | eval reason = if(isnull(reason) OR reason == """", ""none"", reason)
            | stats count AS count values(alert_actions) AS alert_actions by savedsearch_name, reason
            | eval reason_and_count = reason."" ("".count."")""
            | stats values(reason_and_count) AS reasons first(alert_actions) AS alert_actions by savedsearch_name
            | rename reasons AS ""Skip Reason (Skip Count)"" alert_actions AS ""Alert Actions"" savedsearch_name AS ""Report
            Name""
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_internal` host=$host$ sourcetype=scheduler (log_level=""ERROR"" OR log_level=""WARN*"")
          | eval event_message=coalesce(event_message, message)
          | cluster t=0.7 field=event_message showcount=t countfield=count
          | table event_message, count, punct
        ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"stats sum(count) as total",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            sort - count
            | eventstats sum(count) AS total
            | eval percent = round(count / total * 100, 2)."" %""
            | fields - total
            | rename event_message as Message, count as Count, percent as ""Percent of Total""
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler (log_level=""ERROR"" OR log_level=""WARN*"") punct=$warningErrorPunct|s$
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"| `dmc_get_groups_containing_role($role$)` | search search_group!=""dmc_group_*""",,,"search_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
| rest splunk_server_group=$role$ splunk_server_group=""$group$"" /services/server/status/limits/search-concurrency
| join splunk_server type=outer [
| rest splunk_server_group=$role$ splunk_server_group=""$group$"" /services/server/status/resource-usage/splunk-processes
| eval search_pct_cpu  = if(isnotnull('search_props.sid'), pct_cpu, 0)
| eval search_mem_used = if(isnotnull('search_props.sid'), mem_used, 0)
| eventstats sum(search_pct_cpu) as search_pct_cpu, sum(search_mem_used) as search_mem_used by search_props.sid
| dedup search_props.sid
| stats dc(search_props.sid) as search_count, sum(search_pct_cpu) as sum_pct_cpu, sum(search_mem_used) as sum_mem_used, sum(eval(('search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration""))) as sum_auto_summary_search, sum(eval('search_props.type'==""ad-hoc"" AND ('search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed""))) as sum_rt_search, sum(eval('search_props.type'==""ad-hoc"" AND ('search_props.mode'==""historical"" OR 'search_props.mode'==""historical batch""))) as sum_hist_search, sum(eval(('search_props.type'==""scheduled"" OR 'search_props.type'==""summary indexing"" OR 'search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"") AND ('search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed""))) as sum_rt_scheduled_search, sum(eval(('search_props.type'==""scheduled"" OR 'search_props.type'==""summary indexing"" OR 'search_props.type'==""report acceleration"" OR 'search_props.type'==""datamodel acceleration"") AND ('search_props.mode'==""historical"" OR 'search_props.mode'==""historical batch""))) as sum_hist_scheduled_search by splunk_server]
| eval sum_pct_cpu  = round(sum_pct_cpu, 2)
| eval sum_mem_used = round(sum_mem_used, 2)
| sort -search_count, -sum_pct_cpu
| eval search_count = if(isnull(search_count) OR search_count=="""", 0, search_count)
| eval sum_auto_summary_search = if(isnull(sum_auto_summary_search) OR sum_auto_summary_search=="""", 0, sum_auto_summary_search)
| eval sum_hist_scheduled_search = if(isnull(sum_hist_scheduled_search) OR sum_hist_scheduled_search=="""", 0, sum_hist_scheduled_search)
| eval sum_hist_search = if(isnull(sum_hist_search) OR sum_hist_search=="""", 0, sum_hist_search)
| eval sum_rt_scheduled_search = if(isnull(sum_rt_scheduled_search) OR sum_rt_scheduled_search=="""", 0, sum_rt_scheduled_search)
| eval sum_rt_search = if(isnull(sum_rt_search) OR sum_rt_search=="""", 0, sum_rt_search)
| eval sum_pct_cpu = if(isnull(sum_pct_cpu) OR sum_pct_cpu=="""", 0, sum_pct_cpu)
| eval count_cpu = round(sum_pct_cpu / 100.0, 2)
| eval sum_mem_used = if(isnull(sum_mem_used) OR search_count=="""", 0, sum_mem_used)
| eval scheduled_vs_total_auto_summary_search_limit = sum_auto_summary_search.""/"".max_auto_summary_searches
| eval scheduled_vs_total_hist_scheduled_search_limit = sum_hist_scheduled_search.""/"".max_hist_scheduled_searches
| eval scheduled_vs_total_hist_search_limit = sum_hist_search.""/"".max_hist_searches
| eval scheduled_vs_total_rt_scheduled_search_limit = sum_rt_scheduled_search.""/"".max_rt_scheduled_searches
| eval scheduled_vs_total_rt_search_limit = sum_rt_search.""/"".max_rt_searches
| fields splunk_server, search_count, scheduled_vs_total_auto_summary_search_limit, scheduled_vs_total_hist_scheduled_search_limit, scheduled_vs_total_hist_search_limit, scheduled_vs_total_rt_scheduled_search_limit, scheduled_vs_total_rt_search_limit, count_cpu, sum_mem_used
| rename splunk_server as Instance, search_count as ""Count of Searches"", scheduled_vs_total_auto_summary_search_limit as ""Summarization"", scheduled_vs_total_hist_scheduled_search_limit as ""Historical Schedule Report"", scheduled_vs_total_hist_search_limit  as ""Historical Search"", scheduled_vs_total_rt_scheduled_search_limit as ""Real-time Schedule Report"",  scheduled_vs_total_rt_search_limit  as ""Real-time Search"", count_cpu as ""CPU Usage (# cores)"", sum_mem_used as ""Memory Usage (MB)""
          ",,,"search_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                    `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_resource_usage ((component=PerProcess data.search_props.sid::*) OR component=Hostwide)
                    | `dmc_set_bin`
                    | stats dc(data.search_props.sid) AS distinct_search_count by host, _time
                    | bin _time minspan=10s
                    | stats $searchConcurrencyAggrFunc$(distinct_search_count) as search_count by host, _time
                    | `dmc_search_count_rangemap_and_timechart`
                ",,"sourcetype=splunk_resource_usage","search_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_resource_usage ((component=PerProcess data.search_props.sid::*) OR component=Hostwide)
          | `dmc_rename_introspection_fields`
          | `dmc_set_bin`
          | stats dc(sid) AS distinct_search_count by host, _time
          | bin _time minspan=10s
          | stats $searchConcurrencyAggrFunc$(distinct_search_count) as search_count by host, _time
          | `dmc_search_count_rangemap_and_timechart`
          ",,"sourcetype=splunk_resource_usage","search_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_drilldown_search_activity_deployment_search_concurrency(""$role$"", ""$group$"", $searchConcurrencyAggrFunc$, $drilldown_search_concurrency_metric$)`",,,"search_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_resource_usage ((component=PerProcess data.search_props.sid::*) OR component=Hostwide)
          | `dmc_rename_introspection_fields`
          | `dmc_set_bin`
          | stats dc(sid) AS distinct_search_count by host, _time
          | `dmc_timechart` partial=f limit=25 $searchConcurrencyAggrFunc$(distinct_search_count) as search_count by host
          ",,"sourcetype=splunk_resource_usage","search_activity_deployment"
tbd,,"host = round",,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` search_group=""$role$"" search_group=""$group$"" sourcetype=splunk_resource_usage ((component=PerProcess data.search_props.sid::*) OR component=Hostwide)
          | `dmc_set_bin`
          | stats dc(data.search_props.sid) AS distinct_search_count by host, _time
          | timechart minspan=10s bins=200 partial=f $aggrSearchConcurFunc$(distinct_search_count) AS distinct_search_count_per_host
          | eval distinct_search_count_per_host = round(distinct_search_count_per_host, 2)
          ",,"sourcetype=splunk_resource_usage","search_activity_deployment"
